sent_time,raw_chat_message,processed_chat_message,cluster_num,x,y
00:49:42.586000,Into HIIIIIS GAZEEEE,h\1\1s gaz\1\1,0,-0.8312631,-0.5255688
00:49:42.614000,Damn leaf with the specter,damn leaf specter,8,0.22404367,1.105774
00:49:43.253000,how do you get the pistol skin?,pistol skin ?,0,0.43854025,-0.52542436
00:49:43.818000,Roflll ggs,rof\1\1 ggs,8,-0.47212312,-0.1019228
00:49:48.382000,@Ryan7Am I think he's referencing this weird leak that talked about free skins for watching the streams if your account is connected,@ think he's referencing weird leak talked free skins watching streams account connected,8,3.2161229,-0.35261133
00:49:55.246000,13-0 LIKE I SAID BOZOSSSSS,13-0 like said,8,1.1066974,1.9915761
00:49:58.934000,LUL,LUL,3,-0.8604412,0.09921318
00:49:59.876000,that wall 2as c9b,wall 2as,8,0.21826094,0.2892103
00:50:10.322000,Hi everyone. I hope you're all having a great night!,hi . hope you're having great night !,8,2.557553,0.754074
00:50:15.612000,???????,?,3,-0.75309277,-0.23351966
00:50:36.255000,noob haha,noob haha,8,-0.19373737,0.47818092
00:50:40.601000,Is this Tex's 3rd clutch round?,tex's 3rd clutch round ?,0,0.7123647,-0.2397086
00:50:44.735000,gg,gg,6,-1.0666661,-0.12956852
00:50:48.398000,We're winning this,we're winning,8,0.7179095,1.9006873
00:50:49.606000,WHOOOOO,wh\1\1,4,-0.8864491,0.4443418
00:50:53.414000,C9 in finals let's go,c9 finals let's,8,0.521501,0.6392797
00:50:58.378000,lag,lag,2,-0.752617,0.7525691
00:51:01.746000,Sürtük oğlunu etkisiz hale getirdin,sürtük oğlunu etkisiz hale getirdin,0,-0.5029377,-0.84062916
00:51:02.760000,gg go next,gg,6,-1.0666661,-0.12956852
00:51:02.836000,"viper is so cool, I still suck at her","viper cool , suck",8,1.3577131,0.80142415
00:51:10.086000,Silver Lobby,silver lobby,8,0.28225803,0.042888056
00:51:10.929000,lagggggg,la\1\1,6,-0.90637785,-0.4881255
00:51:14.440000,@KageyKay hes a baiter btw,@ hes baiter btw,5,1.226036,-0.859203
00:51:15.681000,Wooottt,w\1\1\1\1,4,-0.95557785,0.14252874
00:51:19.289000,@haaaaaaaaaack and you,@ h\1\1ck,5,0.06592435,-1.8493075
00:51:19.416000,Hi,hi,4,-0.66538805,1.1447023
00:51:24.427000,Wz up,wz,6,-0.9799275,-0.3271693
00:51:34.811000,Icebox continues to be an abomination!!!,icebox continues abomination !,0,0.5085567,-0.30658066
00:51:39.873000,int relyks there,int relyks,8,-0.25088266,-0.1584164
00:51:42.235000,ain’t som day today,ain ’ t som day today,8,2.4454446,0.32283202
00:51:42.554000,FLOPPY,floppy,2,-0.6035134,0.6206643
00:51:43.894000,I do really like Avrl,like avrl,8,0.8640456,1.869864
00:51:49.760000,damnnn floppyyyyy,dam\1\1 flopp\1\1,0,-0.65288436,-0.3212654
00:51:50.016000,Roza ult,roza ult,0,0.13850573,-0.48889664
00:51:52.552000,the dog is shot D:,dog shot D:,8,0.730865,0.6399851
00:51:55.474000,"@therealbong @therealbong i understand i am just saying that give them time, this is a new game for them to cast. I've been watching them for more than 2 yrs casting Rainbow Six they are great casters","@ understand saying time , new game cast . i've watching 2 yrs casting rainbow great casters",8,2.986827,-0.6878064
00:51:57.012000,ggs I’m calling it right now,ggs ’ m calling right,8,2.412338,1.6504914
00:51:57.659000,uuuhhhhh,\1\1\1\1,4,-0.9382337,-0.25327075
00:51:58.695000,poiz woke up,poiz woke,8,0.55213046,0.6097008
00:52:00.652000,they get rekt,rekt,1,-0.72911817,0.9767146
00:52:02.353000,the power duo back at it again commentating,power duo commentating,8,0.7194104,0.07707877
00:52:02.519000,wtf is this casting,wtf casting,8,-0.16210578,0.38945055
00:52:04.298000,13-0????,13-0 ?,0,-0.2555739,-0.6267281
00:52:04.972000,FLOPPYYYYY,flopp\1\1,7,-0.9525498,-0.38010105
00:52:06.554000,is eeiu aceu?,eeiu aceu ?,0,-0.21020009,-0.8901938
00:52:06.739000,We win this,win,1,-0.59842575,2.2453518
00:52:06.833000,salve,salve,7,-1.028536,-1.1670877
00:52:15.719000,why is nobody using yoru,yoru,8,-0.7438534,-0.2255605
00:52:15.960000,is the finals also today?,finals today ?,8,0.5175856,0.73141265
00:52:19.422000,@r1skie3 no,@,7,-0.6393772,-1.377491
00:52:21.025000,?,?,3,-0.75309277,-0.23351966
00:52:22.927000,awesomeNRG WHAT A PLAY WE SO PROUD,play proud,8,1.0290916,1.8501235
00:52:23.362000,tenz?,tenz ?,0,-0.16874439,-0.59117496
00:52:24.545000,go nrg,nrg,6,-1.0599858,0.552502
00:52:25.943000,@therealbong yeah youre being pretty judgmental,@ yeah youre pretty judgmental,8,1.583679,0.020702776
00:52:26.266000,@r1skie3 yes,@ yes,5,0.29235688,-0.7610774
00:52:26.407000,this is not hype at all because of the casters,hype casters,0,-0.25563094,0.46124464
00:52:26.507000,Is there a game after this?,game ?,0,0.40845078,0.61831445
00:52:27.699000,@r1skie3 are those the same name?,@ ?,5,0.21943434,-1.8090751
00:52:30.360000,he miss lul,miss lul,8,0.3054577,1.0590296
00:52:30.670000,@4yankee4 because yoru is terrible? lol,@ yoru terrible ? lol,5,1.1159995,-1.1240577
00:52:31.543000,Whoa playimg?,whoa playimg ?,0,0.18313137,-0.27548993
00:52:32.134000,btw,btw,2,-0.6510845,1.3271712
00:52:35.449000,yoru is pretty bad in pro play,yoru pretty bad pro play,8,1.8950163,0.5816105
00:52:38.820000,@r1skie3 no but everyone tends to call him that,@ tends,5,0.45982367,-0.95990306
00:52:41.204000,this kinda sus tbh,kinda sus tbh,8,0.48700392,0.9360157
00:52:42.396000,SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood,SeemsGood,3,-1.0442829,-0.34696278
00:52:47.501000,"@4yankee4 because yoru is not only underpowered and bad, but his abilities don't provide any team play either","@ yoru underpowered bad , abilities don't provide team play",8,2.880055,-0.23056178
00:52:53.086000,"somcs cant carry, sadge","carry , sadge",0,0.6976206,-0.5254627
00:52:54.034000,he miss the operator shot,miss operator shot,8,0.90552074,1.2152461
00:52:54.396000,Replay so bad...,replay URL,0,0.09576273,-0.26369733
00:52:59.248000,yoru can only make one play in the whole game,yoru play game,8,1.2823709,0.8734717
00:53:02.905000,Who are the casters?,casters ?,0,-0.078751855,-0.21072742
00:53:08.577000,Yoru: footsteps... wow so useful.,yoru : URL wow useful .,0,1.486587,-1.2778064
00:53:09.650000,Why is chat always hating on the casters,chat hating casters,8,0.76666385,0.7850858
00:53:15.157000,mwzera vai triturar esses time veio ai,vai triturar esses time veio ai,0,1.4364609,-2.0634007
00:53:17.704000,@Zeybrox R6 casters kix and Interro,@ r6 casters kix interro,5,0.6241183,-1.7987231
00:53:25.751000,THESE CASTERS ARE FIRE,casters,2,-1.0381192,0.81657535
00:53:26.436000,@zeybrox kik and interro rb6 casters,@ kik interro rb6 casters,5,0.65569735,-1.796109
00:53:29.635000,@bagelzop because chat is full of 12 years old kids,@ chat 12 years old kids,8,2.1688051,-0.37734413
00:53:33.244000,@Ayeasingg,@,7,-0.6393772,-1.377491
00:53:35.608000,FLOPPY,floppy,2,-0.6035134,0.6206643
00:53:36.157000,.........,URL,3,-0.6856406,-0.23018345
00:53:40.443000,NotLikeThis,NotLikeThis,3,-0.9414982,-0.34864593
00:53:40.708000,Xeta ? Xeppa ?,xeta ?,0,-0.23301052,-0.8269447
00:53:42.072000,floppy is crazy smooth,floppy crazy smooth,8,0.43604505,0.8005944
00:53:43.871000,OK FLOPPY SHEEEESH,ok floppy sh\1\1sh,8,0.19880083,-0.025213093
00:53:44.007000,nrg is struggling,nrg struggling,8,-0.00066676474,1.0575354
00:53:44.114000,ANOTHER #K,# k,0,0.5136546,-0.95589715
00:53:44.163000,FLOPPY Pog,floppy Pog,0,0.11706204,0.47394577
00:53:44.762000,NRG modCheck,nrg modcheck,0,-0.49687904,-0.42160872
00:53:45.333000,Pog,Pog,2,-0.8583385,1.7119967
00:53:47.065000,3K,3k,3,-0.9678451,-0.035948474
00:53:47.650000,THE FLOPSTER LETS GOOO,lets g\1\1,0,0.1431126,-0.11311193
00:53:47.713000,Pog,Pog,2,-0.8583385,1.7119967
00:53:47.951000,FF ???????????,ff ?,0,-0.1576829,-0.3533156
00:53:48.036000,nasty,nasty,4,-0.5049015,1.7706339
00:53:49.349000,FLOPPY,floppy,2,-0.6035134,0.6206643
00:53:50.166000,Pog,Pog,2,-0.8583385,1.7119967
00:53:50.518000,I just claimed Reward pistol order! Thanks for the Drops @Greekgodx,claimed reward pistol order ! thanks drops @ greekgodx,8,2.3316078,-1.0533016
00:53:51.630000,13-0 chat?,13-0 chat ?,0,0.53514713,-0.49203748
00:53:51.981000,looking good c9,looking good c9,8,1.3552082,2.1232126
00:53:52.583000,@bagelzop  it's because I'm used to higher quality commentary,@ it's i'm higher quality commentary,8,2.3968408,-0.17161663
00:53:52.769000,Floppy is kinda sick,floppy kinda sick,8,0.69962376,1.3235284
00:53:56.032000,FLOPPY COLDDD,floppy col\1\1,8,-0.2655019,-0.35045555
00:53:58.585000,imagine if this c9 team had tenz KEKW,imagine c9 team tenz,8,0.9376926,0.27115405
00:53:58.994000,FF ???,ff ?,0,-0.1576829,-0.3533156
00:53:59.260000,wtf are these camera changes,wtf camera changes,8,0.7876571,0.6517297
00:53:59.793000,13-0 Pog 0-13,13-0 Pog 0-13,0,-0.038507316,-0.091762915
00:54:01.688000,FLOPPPY,flo\1\1y,7,-0.9459324,-0.39015868
00:54:01.706000,dude floppy only played this game 2 weeks so far,dude floppy played game 2 weeks far,8,2.3171177,0.006921304
00:54:02.135000,il se font arraché @moba_ttv,il se font arraché @,0,1.3913231,-3.430302
00:54:03.670000,is u say pog u cringe,u pog cringe,8,0.9711487,0.81284416
00:54:06.596000,floppy looks too good for someone who just switched to then game wtf,floppy looks good switched game wtf,8,2.0572515,1.2330532
00:54:07.367000,Check there computer 😂,check 😂,8,0.6768991,-0.42707875
00:54:09.543000,SHEEESH,sh\1\1sh,4,-0.9704108,0.016346008
00:54:11.668000,poiz less go,poiz,4,-0.9379185,-0.3724735
00:54:13.523000,stream is kinda laggy,stream kinda laggy,8,1.1053256,1.2329133
00:54:16.626000,who picked this map?,picked map ?,8,0.91542584,0.30357146
00:54:20.581000,PogU,pogu,2,-0.9606743,0.96577114
00:54:23.429000,@exiumz don’t need him. He chokes and we don’t want that,@ ’ t need . chokes want,8,3.004526,0.51826304
00:54:26.115000,@entenkind04 just you,@,7,-0.6393772,-1.377491
00:54:26.353000,Why no Forfeit ????,forfeit ?,0,0.023918727,-0.060548514
00:54:30.293000,13-0,13-0,6,-1.0339992,-0.119594626
00:54:32.567000,@Roughneck326 NRG picked Icebox,@ nrg picked icebox,5,1.0269954,-0.99797153
00:54:33.291000,Lol more than half of chat doesn’t know what indomitable is,lol half chat ’ t know indomitable,8,2.6644711,1.0572398
00:54:36.699000,man NA has no tactics this is bland 💀,man na tactics bland 💀,0,1.2435601,-1.014289
00:54:39.976000,@Roughneck326 nrg,@ nrg,5,0.06842902,-1.5053525
00:54:45.217000,caster jinx it lol,caster jinx lol,8,0.113913335,0.20164055
00:54:48.438000,I just claimed Suite 7 Drop! Thanks for the Drops @RocketLeague,claimed suite 7 drop ! thanks drops @ rocketleague,8,2.1443584,-1.3785207
00:54:58.597000,anuncio de mierda,anuncio mierda,0,-0.22729263,-2.0323384
00:54:59.130000,it is as bland as bland gets,bland gets,8,0.6061445,1.515516
00:55:03.842000,Map 1 score?,map 1 score ?,0,0.9699285,-0.5469471
00:55:09.242000,na = all aim no brain,na = aim brain,0,1.1527627,-1.0585192
00:55:16.849000,kl,kl,6,-1.0115476,-1.0561018
00:55:17.103000,floopy finally found a game he was good at,floopy finally game good,8,1.3984833,1.218573
00:55:18.253000,jkl,jkl,7,-1.01298,-0.42617235
00:55:18.972000,"@entenkind04 mh, I hear the sounds clearly but the gameplay isnt clean","@ mh , hear sounds clearly gameplay isnt clean",8,2.3084555,-0.19728455
00:55:19.976000,NT,nt,9,-0.9695896,0.15092306
00:55:20.152000,RICKYYYYY,rick\1\1,7,-0.9755467,-0.57039094
00:55:20.681000,rip the ace,rip ace,0,-0.3056737,0.29068652
00:55:20.963000,7-0,7-0,6,-1.066733,0.31309873
00:55:23.079000,@hippiteaboi you realize that they are saving it lol,@ realize saving lol,5,1.1861414,-0.36691362
00:55:27.188000,nrg = no aim no brain,nrg = aim brain,8,0.85920924,0.035878
00:55:28.626000,ntnt,ntnt,6,-0.98318636,-0.51730466
00:55:29.266000,floppy is cracked,floppy cracked,8,-0.06199102,0.5407856
00:55:29.422000,nt,nt,9,-0.9695896,0.15092306
00:55:30.565000,GlitchCat GlitchCat GlitchCat GlitchCat GlitchCat,glitchcat,4,-0.94407976,0.11988775
00:55:30.625000,c9,c9,2,-0.84244096,1.1751205
00:55:30.925000,Floppy too good,floppy good,8,0.8187846,1.7441311
00:55:31.925000,nrg will be our wife,nrg wife,8,0.0897344,1.2215968
00:55:33.608000,floopy god,floopy god,8,-0.027188944,0.06300283
00:55:35.438000,13-0???,13-0 ?,0,-0.2555739,-0.6267281
00:55:35.925000,cierto anuncio muy malo,cierto anuncio muy malo,0,0.3038312,-2.35899
00:55:37.027000,13-5,13-5,6,-0.995324,-0.38380504
00:55:37.501000,@DonMoreti kkkk brasileiros on,@ \1\1 brasileiros,5,0.31783375,-2.2041073
00:55:40.362000,weres ethos,weres ethos,8,-0.5554983,-0.16632134
00:55:43.849000,EU gonna get dem cheeks clapped,eu gonna dem cheeks clapped,0,2.0239012,-0.91363126
00:55:43.967000,GG,gg,6,-1.0666661,-0.12956852
00:55:48.309000,NA = ALL AIM NO BRAIN,na = aim brain,0,1.1527627,-1.0585192
00:55:48.335000,eu>na,eu > na,0,0.49418405,-1.8049146
00:55:48.824000,why are they all using vandals?,vandals ?,0,-0.16031349,-0.5557055
00:55:53.934000,@nitsua773 I'm not talking particular to this round lol,@ i'm talking particular round lol,8,2.369515,0.35027677
00:56:04.867000,@as2feu yo,@ yo,5,0.13570376,-1.7113652
00:56:06.876000,NRG THROWING KEKW,nrg throwing,8,0.2837239,1.3540359
00:56:08.063000,@pen_pie good question,@ good question,5,1.6046939,0.5904296
00:56:08.603000,cause its icebox,cause icebox,8,0.1410439,0.7440611
00:56:08.882000,@outket agreed,@ agreed,5,0.25213295,-0.8818235
00:56:10.965000,they're just taking aim battles wtf,they're taking aim battles wtf,8,1.7144065,0.6147153
00:56:11.572000,why erase my comment xdxd,erase comment xd,8,0.5595546,-0.974076
00:56:12.811000,vandal > phantom,vandal > phantom,0,0.27007958,-0.45330995
00:56:13.981000,icebox is better for vandals @pen_pie,icebox better vandals @,5,1.1720753,-0.7185348
00:56:17.335000,si estan ez,si estan ez,0,0.51325727,-2.747659
00:56:19.597000,TR > EU,tr > eu,0,0.45517227,-1.3608268
00:56:22.322000,na = all aim no brain                                                      kr = all brain no aim,na = aim brain kr,0,1.2613976,-1.1188878
00:56:24.155000,"cant wait for NA to get dumpstered in iceland lol, delusional americans think they're good LUL","wait na dumpstered iceland lol , delusional americans think they're good LUL",8,2.6113217,0.45572895
00:56:25.380000,?,?,3,-0.75309277,-0.23351966
00:56:26.434000,what's stronger for icebox. attack or defense??¿??,what's stronger icebox . attack defense ? ¿,8,1.8229195,-0.76944464
00:56:26.967000,KIXSTAR AND INTERRO YAY,kixstar interro yay,8,-0.09440375,0.16990316
00:56:27.275000,WHY??,?,3,-0.75309277,-0.23351966
00:56:27.614000,@pen_pie cuz vandal > phantom,@ cuz vandal > phantom,5,1.1989244,-0.999309
00:56:28.771000,????,?,3,-0.75309277,-0.23351966
00:56:29.190000,oh yeah icebox,oh yeah icebox,8,0.35552022,0.8909113
00:56:31.539000,ANDR Omegalul ID,andr omegalul id,0,0.25566244,-0.6828822
00:56:31.983000,WTF is nrg doing??? are they throwing,wtf nrg ? throwing,8,0.7275058,0.3459023
00:56:38.273000,@pen_pie probably because icebox has more long range fights,@ probably icebox long range fights,8,1.7268652,-0.6720825
00:56:42.831000,so weird to hear kix and interro here,weird hear kix interro,8,1.156605,1.6461403
00:56:46.271000,@barneyissegsy thx,@ thx,5,0.20492749,-1.5749279
00:56:56.369000,SeemsGood,SeemsGood,3,-1.0442829,-0.34696278
00:57:01.701000,@shibbe_  thats why 100t won first strike bozo,@ _ thats 100t won strike bozo,8,1.837901,-0.93074083
00:57:02.347000,"""with utility"" just use the ability name",""" utility use ability",8,1.5947033,0.7010467
00:57:05.557000,I love kix and interoooooo,love kix inter\1\1,8,0.7549246,0.9378747
00:57:09.869000,"@omoikiri_ I was like, hold up these are r6 casters","@ _ like , hold r6 casters",8,2.0224092,-0.434446
00:57:11.152000,@hippiteaboi actually yeah ur right NA is pretty bland. If you think back to FS they didn’t really have that many strats lol,@ actually yeah ur right na pretty bland . think fs ’ t strats lol,8,3.3477695,-0.24882339
00:57:13.653000,brazil,brazil,2,-0.95977587,0.9345067
00:57:14.387000,7x1 de sempre né,7x1 sempre né,0,-0.27962255,-2.029849
00:57:14.389000,@bebaberry yeah its IBP,@ yeah ibp,5,0.7385049,-0.5795947
00:57:16.478000,7 a 1,7 1,3,-0.54275024,-0.9741261
00:57:20.101000,@bebaberry your brain ok?,@ brain ok ?,5,1.0147918,-1.0659928
00:57:20.525000,SHOCK DART,shock dart,8,-0.20269835,0.6367658
00:57:27.192000,@barneyissegsy lol 100t is trash,@ lol 100t trash,5,0.84477377,-0.82636946
00:57:27.585000,my favorite casters ever,favorite casters,8,0.49790493,0.5609456
00:57:28.498000,teddy me mama,teddy mama,0,-0.2124642,-0.25874227
00:57:29.208000,comeback?,comeback ?,0,-0.15520988,-0.09620321
00:57:29.918000,Yessir Kix and Interro,yessir kix interro,8,-0.3489325,-0.1111275
00:57:30.489000,1-13 LUL,1-13 LUL,0,-0.33941945,-0.6366988
00:57:31.474000,im so happy,im happy,8,1.2047035,2.2929769
00:57:35.809000,"@omoikiri_ Ik its weird, they make siege feel so good but this is sooo like boring","@ _ ik weird , siege feel good s\1\1 like boring",8,2.5700731,0.116287805
00:57:42.356000,7-1 br vs germany,7-1 br vs germany,0,0.5781671,-0.031505533
00:57:43.878000,Gg finally got a round,gg finally got round,8,1.2968478,1.5116692
00:57:44.641000,@tcholzen arriba españa,@ arriba españa,5,0.57210016,-2.7775178
00:57:46.911000,"People only like Rap God casting, y’all take your Ritalin","people like rap god casting , y ’ ritalin",8,2.8184292,0.017914342
00:57:49.081000,comebacl??????,comebacl ?,0,-0.23571964,-0.8157437
00:57:49.726000,C9 BAANN,c9 baann,0,-0.31109017,-0.26720124
00:57:54.456000,7 a 1 como sempre,7 1 como sempre,0,0.7706969,-3.698815
00:58:00.494000,Leaf?,leaf ?,0,0.0033542844,0.00866427
00:58:09.271000,youre on the wrong game kix and interro,youre wrong game kix interro,8,1.4205301,1.2410219
00:58:11.920000,comeback,comeback,1,-0.9224499,1.1096869
00:58:24.114000,7x1 inevitável,7x1 inevitável,0,-0.67315227,-0.77353424
00:58:24.291000,They might have finally gotten themselves together,finally gotten,8,0.5112405,1.9587688
00:58:25.711000,every day a New 7x1,day new 7x1,8,1.2266043,0.6331084
00:58:27.289000,Xeta Cheer Up~!!,xeta cheer ~ !,0,0.7060082,-0.67575115
00:58:34.614000,ADHD 12 year olds complaining about casters haHAA,adhd 12 year olds complaining casters haHAA,8,1.6882454,-0.038167156
00:58:53.815000,PLEASE don't talk in chat unless you're high elo (Silver 2+),don't talk chat you're high elo ( silver 2 + ),8,3.1600714,-0.77074957
00:58:55.507000,"i mean the guy tlaking could definitely improve, he","mean guy tlaking definitely improve ,",8,1.6943007,0.68670595
00:59:00.197000,isn't a valo caster,isn't valo caster,8,0.6849235,0.4371052
00:59:02.739000,?????? why is INTERRO casting???????,? interro casting,0,0.16178744,-0.10420561
00:59:06.992000,Watchful true haHAA,watchful true haHAA,8,0.25292307,0.13553303
00:59:12.594000,FLOPPY,floppy,2,-0.6035134,0.6206643
00:59:14.961000,SO CLUTCH,clutch,1,-0.88248444,1.4760334
00:59:15.806000,?????,?,3,-0.75309277,-0.23351966
00:59:18.456000,som?,som ?,0,0.024077771,-1.4804263
00:59:18.800000,"no, he's an R6 caster",", he's r6 caster",8,1.1991773,0.28215235
00:59:19.300000,POG flopyy,pog,2,-0.91009533,0.53540695
00:59:19.353000,"@juniorpvp silver is not high, high starts after gold","@ silver high , starts gold",8,1.7903502,-0.8314327
00:59:19.460000,good job floppy,good job floppy,8,1.2139623,1.7132651
00:59:19.981000,WAIT,wait,1,-0.46736062,3.0801446
00:59:20.496000,????,?,3,-0.75309277,-0.23351966
00:59:22.139000,@juniorpvp dude im gold 2 lol,@ dude im gold 2 lol,8,2.1096013,-1.0097783
00:59:22.541000,floppy actually the mvp of this game tho,floppy actually mvp game tho,8,1.0837634,0.7505366
00:59:23.077000,NRG?,nrg ?,0,-0.1692609,-0.2952371
00:59:23.197000,s0m?,s0m ?,0,-0.13777508,-0.5552172
00:59:23.460000,FLOPPY POG,floppy pog,8,-0.1576673,0.24423692
00:59:23.632000,scared,scared,1,-0.20211288,2.713812
00:59:24.041000,Common Kixstar and Interoo R666,common kixstar r\1\1,8,0.37749016,0.07109898
00:59:24.076000,floppy having a game,floppy having game,8,1.0638591,1.3096864
00:59:24.766000,JESUS,jesus,2,-0.88812476,0.9650768
00:59:25.123000,floppy popping off,floppy popping,8,0.35003278,0.45350638
00:59:25.635000,@juniorpvp im p3,@ im p3,5,1.4661446,-0.45354837
00:59:26.527000,I just claimed Suite 7 Drop! Thanks for the Drops @RocketLeague,claimed suite 7 drop ! thanks drops @ rocketleague,8,2.1443584,-1.3785207
00:59:26.753000,0 brain power,0 brain power,8,0.74524575,-0.065276586
00:59:27.206000,sam?,sam ?,0,-0.15594614,-0.32173276
00:59:28.804000,c9 vs sen in finals?,c9 vs sen finals ?,0,0.85578454,-1.0404656
00:59:29.782000,@v1ntagezinho cuz siege is gone,@ cuz siege gone,5,1.1556783,-0.34242636
00:59:30.286000,????,?,3,-0.75309277,-0.23351966
00:59:31.224000,floppa,floppa,7,-0.94961834,-0.3590993
00:59:31.313000,gg wp no nrg,gg wp nrg,6,-0.4514955,-0.30874324
00:59:32.036000,FLOPPY,floppy,2,-0.6035134,0.6206643
00:59:32.646000,floppy just swtiched the game 2 weeks ago LUL,floppy swtiched game 2 weeks ago LUL,8,1.8512003,-0.36079025
00:59:32.884000,ez game,ez game,8,0.32927814,0.8553644
00:59:34.021000,jumping with knife NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis,jumping knife NotLikeThis,8,0.6013425,0.59521323
00:59:36.782000,Popping off,popping,1,-0.42077136,1.6391155
00:59:38.467000,floppy wenor,floppy,2,-0.6035134,0.6206643
00:59:39.420000,som is throwing lol,som throwing lol,8,0.7724702,0.031782944
00:59:39.481000,that's sam fault,that's sam fault,8,1.1671196,1.3740185
00:59:39.811000,som is trolling,som trolling,8,0.28684863,-0.35911676
00:59:40.525000,where is tenz,tenz,4,-0.9358199,0.23908107
00:59:42.070000,NRG EZ,nrg EZ,6,-0.46618006,0.01925597
00:59:42.690000,really thats how u enter a site after such a good pick,thats u enter site good pick,8,2.5075977,0.7530446
00:59:48.197000,Floppy,floppy,2,-0.6035134,0.6206643
00:59:48.269000,bro silver is not high elo whoever said that,bro silver high elo said,8,1.3330908,0.2878542
00:59:49.157000,dd,dd,3,-1.0404718,-0.5086659
00:59:50.030000,NRG TROLLING,nrg trolling,8,0.055093158,0.8352095
00:59:50.992000,bro c9 is a started from the bottom now we here story,bro c9 started story,8,1.074117,0.72103655
00:59:59.326000,"Yep, people don't realize Interro is literally talking like a baseball caster.  But that doesn't work in valorant cause so much is happening at the same time, you can't cast as slow as a baseball caster","yep , people don't realize interro literally talking like baseball caster . doesn't work cause happening time can't cast slow",8,3.1573565,0.64300895
01:00:04.311000,Floppy is just out aiming them,floppy aiming,8,0.24339418,0.8222074
01:00:04.387000,dont talk unless youre atleast plat,dont talk youre atleast plat,8,1.9509618,1.1885929
01:00:04.757000,ff,ff,2,-1.0150872,0.30507588
01:00:06.963000,floppa :3,floppa :3,0,-0.46477154,-0.90179896
01:00:10.610000,@tvstyx being borrowed by Sentinels,@ borrowed sentinels,5,0.5293937,-1.3934747
01:00:20.356000,NotLikeThis,NotLikeThis,3,-0.9414982,-0.34864593
01:00:46.804000,this is story telling :) not bad though,story telling :) bad,8,1.4821324,1.1785299
01:00:52.161000,@therealbong  I'm enjoying his casting,@ i'm enjoying casting,8,2.4991274,0.09385732
01:00:54.068000,last second ?,second ?,0,0.16679205,0.36585146
01:01:00.052000,dont talk in chat unless youre almost radiant (Gold3+),dont talk chat youre radiant ( gold3 + ),8,2.6820145,-0.66490716
01:01:00.887000,nice lineup,nice lineup,8,0.29370955,1.0115415
01:01:01.202000,C9 is destroying damn,c9 destroying damn,8,0.5354968,1.2950776
01:01:01.217000,nrg trolling,nrg trolling,8,0.055093158,0.8352095
01:01:02.097000,nrgis trolling hard,trolling hard,8,0.42426807,1.8058798
01:01:02.115000,sheesh,sheesh,4,-0.94550025,0.8874473
01:01:05.648000,mods monkaW,mods monkaw,8,0.18240775,0.12646395
01:01:05.884000,"""its Daps peek him""",""" daps peek",0,0.77074283,-0.2588391
01:01:06.248000,gg go next,gg,6,-1.0666661,-0.12956852
01:01:11.514000,nrg is playing so bad rn,nrg playing bad rn,8,1.5203419,1.7379273
01:01:13.693000,FF,ff,2,-1.0150872,0.30507588
01:01:14.498000,but they'll prob come back during swap,they'll prob come swap,8,1.3923143,0.5760859
01:01:14.795000,sa,sa,3,-1.3640217,-1.7744436
01:01:14.829000,wait,wait,1,-0.46736062,3.0801446
01:01:16.686000,I just claimed Suite 7 Drop! Thanks for the Drops @RocketLeague,claimed suite 7 drop ! thanks drops @ rocketleague,8,2.1443584,-1.3785207
01:01:16.954000,nrg,nrg,6,-1.0599858,0.552502
01:01:17.360000,LOL 12K VIEWERS HAHAHAAHAH,lol 12k viewers hahahaahah,8,0.6959052,-0.41991612
01:01:19.007000,m OMEGALUL ds,m OMEGALUL ds,0,0.86207485,0.11275315
01:01:19.960000,@dogman123123 I'm Top 500. You're what? Silver?,@ i'm 500 . you're ? silver,8,2.4889715,-0.55865747
01:01:20.347000,goat casting dont care,goat casting dont care,8,1.5354837,0.7208341
01:01:20.661000,yo chat is andbox playing today?,yo chat playing today ?,8,1.8049611,0.0106274085
01:01:21.364000,LULW sale just bhoping,LULW sale bhoping,0,0.5531457,-0.6163757
01:01:23.380000,Just call it GG,gg,6,-1.0666661,-0.12956852
01:01:25.552000,dont talk in chat unless youre almost radiant (Silver3+),dont talk chat youre radiant ( silver3 + ),8,2.6712403,-0.5967148
01:01:26.797000,valorant audio book,audio book,8,0.1533259,0.9820492
01:01:30.119000,im p3,im p3,8,0.81389725,1.1102774
01:01:34.219000,@zoppletee1999 and thats fine.,@ zoppletee1\1\1 thats fine .,8,1.6909484,-0.50471467
01:01:36.715000,blue is the main team or the white is ?,blue main team white ?,8,1.2466639,0.08309162
01:01:37.202000,ROZA ULT KEKW,roza ult,0,0.13850573,-0.48889664
01:01:37.860000,ANDR LUL ID,andr LUL id,0,0.4196134,-0.80974376
01:01:37.911000,LULW WTF,LULW wtf,0,0.051302694,0.46474195
01:01:39.494000,writing mods modCheck,writing mods modcheck,8,0.5283505,0.24013816
01:01:39.891000,What did Tenz's team do ?,team ?,0,0.2620518,0.301582
01:01:39.976000,roza,roza,7,-1.0175644,-0.6745134
